136 1 74.03 2 3 3 3 3 1 2.17 2.75 2.4 1.6 1.5 26.25 28.02 . 37.4 59.27 . .
138 1 69 2 4 5 1 6 6 4 3.33 3.8 1.6 1.25 38.92 51.97 . 106.05 130.35 . .
141 2 74.13 2 2 3 2 5 8 4 3.67 4 1 1 29.26 43.46 . 74.39 113.42 146.13 179.06
142 2 70 2 3 3 1 5 6 3 3.5 3.5 1 1.75 33.9 41.36 . 76.24 126 149.08 185.8
143 2 68.9 1 3 2 1 2 6 2.83 3.75 2.5 1.2 1.75 26.95 29.42 . 44.59 65.05 105.98 127.88
146 1 66.03 1 3 3 4 2 4 2.5 3.25 3 1.4 1.5 24.25 28.34 . 38.92 82.26 126.55 135.18
147 2 69.97 2 4 3 1 8 7 3.33 3.75 3.75 1 1 37.55 40.8 . 83.5 141.86 . .
149 2 63.17 2 4 4 1 6 8 4 3.67 3.8 1 1 39.69 47.33 . . . . .
150 2 76.1 2 4 3 2 5 6 4 4 3.8 1 1 36.22 39.27 . 75.58 139.47 125.9 171.73
152 1 66.7 2 3 6 1 6 1 2.5 3 3.2 1.4 1.25 31.51 42.56 . 64.03 149.88 180.3 161.1
153 2 62.1 2 4 9 1 8 6 4 3.67 3.8 1 2 46.1 63.66 . 107.9 163.79 177.08 193.36
154 1 65 2 5 3 1 5 8 3.67 3.67 3.8 1 2 27.09 38.85 . 67.76 131.52 164.42 189.61
158 1 68.83 2 5 5 1 5 5 3.17 3.33 3 1 1 27.97 39.25 . . . . .
160 2 73.2 2 5 3 1 8 5 4 4 3.8 1.4 1.25 39.77 41.84 . 75.32 . . 162.97
161 2 70.77 2 5 4 1 6 8 4 3.25 3.2 1.8 1.25 48.38 70.77 . 125.86 169.07 173.57 191.57
162 1 68.93 2 4 3 2 5 3 3.83 3 3.6 2 1.5 33.64 37.21 . 77.72 127.69 . .
163 2 62.3 2 8 6 1 7 4 4 4 3.4 1 1 27.82 41.7 . 71.23 146.26 167.01 191.41
165 2 66.33 2 5 3 3 5 2 3.5 2 1.6 3.8 2.25 30.53 38.85 . 78.96 126.48 147.43 149.39
166 1 78.6 2 4 3 1 6 6 4 2 2.2 3.2 2 33.44 35.55 . 66.46 128.25 151.1 191.83
167 1 64.33 2 4 2 2 6 5 4 3.25 3.2 1.4 1.25 33.37 36.36 . 73.91 126.03 134.42 .
169 1 63.6 2 5 3 1 6 5 3.67 3.75 4 1.6 2 33.12 36.08 . 62.92 104.73 137.23 162.72
170 1 67.7 2 5 2 2 4 6 4 4 3.8 1 1.25 33.02 41.38 . 60.76 108.97 147.48 151.77
172 1 79 2 3 3 1 7 6 3.67 3.75 4 1.6 1.25 33 37.79 . 88.77 148.57 184.73 .
173 1 72.37 2 4 5 1 6 3 3.17 3.25 2.8 1.6 1.5 28.84 32.48 . 97.71 146.39 167.13 196.75
175 2 64.57 2 5 6 1 6 6 3.2 4 3.8 1.4 1 32.83 35.99 . 78.22 111.16 138.9 157.41
176 1 61.77 2 3 3 1 4 7 3.33 3 3 1.6 1 26.43 36.47 . 75.8 126.96 151.79 166.6
177 2 71.53 2 5 5 1 5 8 3.67 4 3.8 1.2 1.5 29.75 42.05 . 78.47 126.16 155.06 171.08
178 1 73.1 2 3 3 1 7 8 4 3.75 2.4 1.2 1.25 46.25 49.53 . 115.12 162.09 183.65 180.64
179 2 71.9 2 3 3 1 6 6 4 4 3.4 1 1.25 33.73 40.09 . 83.3 113.31 168.84 .
180 1 63.2 1 3 3 2 4 1 3 3.5 3.6 1.8 2 23.85 27.84 . 38.32 74.47 105.35 117.47
181 2 64.33 2 5 3 2 7 5 3.33 3.25 3.4 1.4 1.75 32.27 36.83 . 65.38 127.43 136.11 161.96
182 1 63.8 2 6 6 1 6 6 3.67 3.75 3.4 1.2 1.5 47.8 57.98 . 107.12 169.35 182.35 204.31
183 2 65.9 2 8 5 3 8 5 3.33 3.25 3 1.8 2.25 48.56 62.75 . 101.05 170.95 191.1 202.88
186 2 73.6 2 6 5 1 9 5 3.83 3.5 4 1.4 1.5 56.44 78.06 . 125.72 107.89 155.37 189.74
187 2 66.63 2 9 9 1 5 8 4 3.5 4 1.2 1.25 52.33 85.73 85.95 138.38 176.91 . .
189 2 69.4 2 8 6 1 7 2 3.5 3.5 3.6 1.6 1.5 60.05 99.14 102.47 130.43 164.51 . .
190 1 69.03 2 8 9 1 6 8 3.33 3.25 3.2 1.2 1.5 39.02 56.48 . 75.69 126.19 . .
191 1 66.03 2 4 4 1 6 6 3.5 4 3.25 1 1.25 30.86 46.95 . 75.74 126.03 166.26 179.58
192 2 63.23 2 3 4 1 2 8 3.17 3.5 3.2 1.4 1.25 30.31 44.63 . 65.43 107.35 163.89 185.17
193 2 71.27 2 3 3 1 7 5 4 4 3.6 1 1 37.49 44.62 . 78.75 145.92 . .
195 1 63.57 2 5 3 1 2 2 2.17 2.25 2.75 2.4 1.5 31.92 39.02 41.37 70.6 127.19 156.26 149.78
197 1 66.5 2 3 4 1 5 6 3.83 3.75 3.25 1 1.25 32.8 35 37.53 63.55 144.29 . .
200 1 76.8 2 5 3 1 8 7 3.33 3.75 3.25 1 2 30.95 38.93 40.53 60.86 123.92 . 156.83
203 2 72.97 1 3 3 1 7 8 3.17 2.75 3 1.8 1.75 25.39 36.22 42.05 59.43 105.29 130.09 .
204 1 77.93 2 3 2 2 9 8 3.17 2 2.25 2 1 43.45 74.53 97.17 148.15 166.67 . .
206 1 73.97 2 3 3 3 9 6 3.5 3.75 3.5 1 1.25 25.24 33.65 . . . . .
208 2 64.2 2 6 5 1 9 8 3 2 2.25 2 1.5 48.88 52.32 52.77 64.79 146.05 174.69 201.15
210 1 70.03 1 3 5 2 8 6 2 2 1.75 2.4 1.5 24.82 28.09 33.61 50.57 . . .
211 1 73.57 1 1 1 3 3 6 2 2 1.75 2.6 1.25 22.83 28.2 30.4 46.49 . 84.23 .
213 2 68.23 2 5 5 1 8 8 3.33 4 3.5 1 1.5 40.68 44.63 47.01 66.76 119.42 120.09 172.13
214 2 79 2 7 8 4 7 8 3.5 3 3 1.2 1 49.46 76.16 93.33 146.28 135.1 166.14 183.4
215 2 69.67 2 2 3 4 4 4 2.67 3 2.75 1 2.25 23.54 29.17 31.82 48.32 75.18 . .
216 1 63.37 1 3 3 3 1 5 2.17 3 2 1 2.25 25.07 31.22 35.26 49.66 92.83 . .
219 1 72.53 1 5 4 1 7 7 3.5 3.75 3.25 1 1.5 29.58 45.33 48.84 59.6 127.38 153.35 173.1
220 1 77.37 2 6 8 2 7 4 3.67 3.75 3.5 1 1.25 32.64 36.09 52.09 62.32 169.26 174.1 201.03
221 1 74.9 2 3 3 1 8 5 3.67 2.75 3 1.6 1.5 35.42 48.35 . 75.96 105.72 166.07 .
224 2 67.9 2 3 3 1 6 7 3 2.75 2.75 1.8 1 34.41 35.41 . 63.63 107.72 147.62 165.28
229 1 69 2 3 3 1 8 8 2.83 3 2.5 1.6 1.5 24.39 32.98 . 51.33 105.32 133.37 164.55
231 2 73 2 4 4 2 3 8 3.17 3 3.4 1.2 1.75 41.12 46.02 . 88.44 104.34 146.3 155.85
232 1 71.5 2 4 6 2 4 8 4 3.75 3.8 2.2 1 32.1 38.05 . 77.87 127.71 148.39 190.38
233 2 71.5 2 3 6 1 8 8 3.5 3 2.8 2 1 45.72 50.34 . 106.02 163.75 185.23 200.78
234 2 65.17 2 3 3 1 4 8 2.33 2 1.6 4 1.5 30.73 34.09 . 47.28 71.89 119.41 176.32
235 1 71.47 2 3 5 2 5 3 2.5 2 2 2.2 1.75 26.45 35.26 . 52.86 102.99 129.67 .
237 2 73.87 2 5 5 1 7 8 4 3.75 3.8 1 1 41.33 47.5 . 64.99 124.48 164.82 182.51
238 1 68.23 2 3 3 2 3 5 3.17 3.5 3.6 1.6 2 32.05 39.52 . 64.77 121.46 147.23 189.2
239 1 67.13 2 5 3 1 5 7 2.83 1.75 2.4 3.6 2.5 35.52 38.95 . 72.09 . . .
243 2 71.37 2 5 3 1 6 8 3 3.5 3 1 2.25 30.63 44.75 . 57.99 111.58 129.5 172.66
244 1 64 2 3 6 2 8 8 3 3.25 2.8 1.8 2 36.16 56.13 . 91.54 142.82 158.47 184.78
246 2 64.37 2 3 3 1 7 5 2.67 3.5 2.4 1.4 1.5 33.02 37.33 . 55.37 79.69 120.04 166.32
250 2 62.93 1 3 3 1 7 7 4 4 4 1.2 1.5 32.58 48.07 . 92.18 122.37 147.05 175.08
256 2 62.77 2 3 2 1 4 4 2.17 3.25 4 1.2 1.25 33.93 40.76 47.02 76.25 164.14 176.58 196.05
257 1 65.07 2 5 4 1 3 0 2 2 2.2 2.6 3 26.01 28.53 43.88 66.44 108.3 . .
258 1 73.63 2 5 6 2 4 6 3.5 3.5 3.6 1.2 1 33.41 48.25 56.02 74.82 117.92 152.22 170.42
261 2 63.17 2 5 6 1 3 7 2.67 2.5 3.2 2.2 1.25 31.96 41.53 46.37 74.29 149.07 181.47 .
264 2 68.47 2 3 3 1 4 6 3.67 3.25 3.2 1 2 33.54 48.6 48.04 67.24 126.42 147.58 133.12
266 2 63.83 2 7 6 3 4 6 2.33 3.25 3.2 1 2 24.24 39.79 . 52.69 110 . .
267 2 67 2 8 5 2 4 5 3.33 3.25 3 1.6 1.25 35.34 . . . . . .
268 1 66.17 2 3 4 1 3 6 2.67 3 3 1.4 1 23.55 33.54 36.15 53.28 70.28 106 106.45
269 2 71.4 2 5 3 1 8 8 4 3.75 4 1 1 27.88 48 43.15 90.76 163.31 183.6 200.99
270 1 64.43 2 4 5 1 3 4 2.33 2.5 3.4 2.6 1.5 32.25 47.73 53.55 69.88 150.65 183.99 195.75
272 2 66.33 2 3 6 2 5 8 4 3.5 4 1.2 1.25 32.75 39.82 40.53 65.13 90.36 126.67 100.68
273 2 62.63 2 3 3 2 4 8 3.67 3.5 3.6 1 1 24.8 45.91 47.32 54.9 129.79 165.5 172.06
274 1 63.43 2 5 6 1 3 6 2.17 3 2.2 2.4 2 34.24 51.15 51.72 105.95 141.54 182.24 195.35
276 1 65.67 2 3 3 2 0 7 2.33 3 2.4 2.2 1.5 31.33 45.47 . 77.1 125.64 147.4 145.07
279 2 65.97 2 4 6 4 4 4 2.83 3.25 3 1.6 1.75 34.28 46.66 49.72 69.61 137.7 165.82 184.85
280 1 64.1 2 9 6 1 6 8 1.67 2 2 2.6 2.5 29.24 46.67 50.78 56 110.37 181.63 187.33
282 1 67.67 1 3 2 1 2 2 2 2.75 2.2 2 2 24.92 36.07 47.61 64.89 147.78 181.41 .
284 1 72.13 2 6 5 2 7 8 3 3 2.4 1.6 1.25 36.18 51.57 52.21 102.84 131.88 . .
287 1 65.9 2 3 3 3 3 5 3 3.25 2.8 1.6 1.5 28.06 33.73 39.02 50.29 84.63 113.94 .
288 1 62 2 3 3 2 3 8 3 3.25 3.2 1.2 1.25 28.55 38.52 45.74 71.84 108.24 136.37 .
289 2 72.7 2 3 5 1 8 6 3.17 3.5 3 1 1.25 28.33 31.9 . . . . .
290 1 68.9 2 5 4 1 3 6 3.17 3.25 2.6 1.8 1.25 30.75 31.74 35.03 64.78 . 125.59 .
292 2 71.7 2 5 2 2 9 8 4 3.5 4 1.2 1 31.03 46.02 48.47 66.5 123.04 127.93 162.72
293 1 66.23 2 3 6 1 7 8 3.67 3.75 3.8 1 1.25 32.06 51.6 49.21 65.65 153.59 165.64 176.11
295 2 67.67 2 4 4 1 6 5 2.17 2.5 2.6 2.4 1 25.71 41.04 . . . . .
296 1 67.23 2 6 3 1 9 6 3.67 3.5 4 1 1.25 33.77 44.61 49.92 65.78 131.33 168.14 170.23
297 2 62.47 2 6 5 1 6 7 3.17 3.5 3.2 1 1 39.39 55.12 66.98 104.03 172.68 163.78 198.03
298 2 64.77 2 5 3 1 7 8 3.5 3.25 3.2 1.4 1 39.84 53.53 61.51 76.49 169.15 181.47 197.38
300 2 62.1 2 3 3 2 6 4 3.17 3 3 1.8 1.25 51.6 107.99 132.42 127 166.62 170.03 191.65
301 1 71 2 5 5 2 5 0 2.33 3 2.6 2.4 2 32.17 40.88 43.16 52.42 124.51 148.57 172.63
302 2 62.17 2 3 3 1 3 7 3 3.25 3.4 1.6 1.25 28.94 45.39 55.75 84.71 119.18 151.83 178.46
307 1 67.63 2 4 4 1 5 7 2.5 3 2.4 2.4 2 32.31 37.12 . . . . .
326 1 60.03 2 8 9 1 7 7 2.6 2.33 2.6 2 1.33 32.58 62.23 78.35 130.92 168.64 182.21 205.56
330 2 73.07 2 6 6 3 7 8 2.83 2.5 2.8 2 2 41.63 63.27 66.07 90.62 128.02 164.88 163.23
332 1 64.7 2 3 5 4 2 4 2.8 2.33 2.2 2.4 1.75 27.4 41.95 44.33 46.65 87.44 . .
333 2 64.27 2 4 1 1 4 8 2.6 2.75 3 2 2 27.84 35.24 46.11 67.29 95.65 . .
334 2 66.93 2 3 3 2 3 8 2 1.33 1.8 3.8 1 26.9 49.42 42.7 61.16 108.52 126 .
337 2 70.63 1 5 5 3 7 6 3 3 2.8 1 1.25 37.34 62.43 86.62 117.33 146.25 189.33 190.19
339 2 71.07 1 3 2 1 7 8 3.67 3.5 3.4 1 1 36.37 61.28 58.03 93.12 167.21 182.32 202.44
341 2 61.5 2 4 5 3 5 3 3 3.67 3 1.5 1.75 30.9 45.85 . 76.26 113.85 165.23 165.78
343 2 70.8 2 3 4 2 1 3 2.67 3.25 2.6 1.2 1.25 34.69 48.8 60.07 87.37 146.12 174.82 196.09
344 1 68.97 2 3 3 3 6 2 3.17 3.5 2.8 1 1.25 34.37 49.09 53.03 88.39 146.48 163.82 180.76
345 1 69.23 1 2 4 1 4 2 2.83 3.5 3 1 1.25 24.84 50.63 49.74 75.67 126.14 126.68 .
347 2 64.53 1 2 2 1 1 5 2.33 3.5 3.2 1 2.75 22.24 40.17 37.33 50.77 70.06 78.82 90.85
351 1 71.03 1 3 5 2 6 8 3.83 3.25 3.6 1.4 1.75 30.62 39.83 . 62.55 . . .
352 1 73.43 2 6 6 2 8 8 3.83 3.5 3 1.6 1.25 56.79 111.92 . 154.13 191.92 199.41 205.37
353 1 72.47 2 3 3 1 7 8 3.83 4 3.4 1.2 1.25 35.59 40.31 . 74.09 125.78 145.98 184.38
354 1 70.2 2 6 5 1 2 1 3.33 3 3 1.6 1.25 32.59 37.76 . 55.61 93.87 127.12 159.05
355 2 69.5 2 7 5 2 8 8 3.5 3 3.8 1.2 2 47.45 48.17 . 61.65 146.85 . .
358 2 66.43 2 7 7 1 5 8 3.83 2.75 3.2 1.8 1.25 43.97 50.52 . 117.01 177.87 193.05 206.25
359 2 67.27 2 6 8 1 7 8 3.5 3.25 3.8 1.8 1.25 34.01 38.04 . 65.97 . . .
360 2 66.93 2 6 6 3 6 5 3 3 3.2 1.2 1.75 30.4 30.55 . 53.88 . . .
361 2 66.93 2 5 5 1 8 7 3.5 3 3.2 1.6 1.5 30.96 46.06 . 113.53 147.76 158.07 199.22
362 1 68.87 2 3 2 1 7 2 3.5 3 3.4 1.4 1.5 40.5 43.12 . 65.45 126.27 158.42 170.2
363 2 67.5 2 6 6 2 5 8 3 3 2.8 2 1.5 34.4 47.4 46.05 42.72 106.22 . .
364 2 65.37 2 9 9 1 9 8 3.83 3.5 3.2 1 1.25 49.97 64.78 76.82 126.87 148.81 181.18 204.43
365 1 66.6 2 5 6 1 3 6 2.83 3 3 1.8 2 32.28 46.96 61.08 107.53 114.74 152.24 191.37
366 1 69.77 2 5 4 1 6 4 3.33 3.25 3 1.8 1.5 36.13 56.12 55.38 83.21 169.8 . .
368 2 72.1 2 6 9 1 8 8 3.5 3 3.2 2.2 1.25 45.39 54.24 63.12 94.27 150.75 169.31 200.26
369 1 69.27 2 6 6 3 7 4 3.83 3.5 3.8 1.2 1.25 28.87 50.26 48.71 80.86 140.13 169.98 194.43
370 2 66.7 2 3 3 4 4 3 3 3.25 2.8 2.4 2 32.41 46.25 51.91 65.94 103.77 109.69 157.02
371 2 67.3 2 6 6 2 7 7 2.83 3 2.8 1.6 1.25 34.17 47.9 51.17 107.31 140.79 181.67 198.67
372 2 70.9 2 6 8 1 7 8 4 4 4 1 1.25 46.37 69.55 87.16 121.52 139.98 164.38 201.24
373 1 75.6 2 3 3 1 6 8 3.33 3.5 2.8 1.4 1.25 31.51 47.57 46.7 77.25 106.69 126.1 185.96
374 2 64.83 2 8 8 1 6 8 3.67 4 3.6 1 1.25 54.1 95.84 102.9 141.73 181.14 168.64 198.42
375 2 65.6 2 7 5 1 7 8 3.67 3 3.2 1.4 1.5 33.51 55.67 55.97 108.46 165.66 182.24 201.54
376 2 71 2 3 3 2 8 6 3.83 4 3.6 1 1.75 46.28 53.17 53 80.41 160.73 171.84 195.89
378 1 71.77 2 3 3 2 6 2 3.5 3 2.8 1.6 1.75 28.62 34.15 . 59.11 95.1 128.32 129.68
379 1 63.23 2 3 5 1 7 5 3 3.25 2.8 1.2 1 22.68 33.81 . 51.4 110.97 . 174.55
380 2 68.87 2 6 6 1 7 7 4 4 4 1 1 46.56 48.57 . 56.55 158.57 182.95 194.77
385 1 77 2 5 6 2 8 6 3.5 4 2.8 1.2 1 49.11 51.94 . 96.53 183.53 181.89 198.78
386 2 63.77 2 3 3 1 6 6 2.67 3.25 3.2 1.8 1.5 29.23 49.45 . 77.67 . . .
387 1 79 2 5 5 1 9 7 3.33 3.67 2.8 1 1.5 32.66 37.45 . 63.15 164.33 167.61 200.01
388 1 70.9 2 4 5 1 6 6 3 3.25 2.8 1.2 1 26.97 41.16 . 75.98 147.85 180.27 189.42
391 1 72.23 2 5 2 2 8 8 3.5 4 3 1.2 1.25 28.72 35.99 . 102.01 133.42 . .
392 2 73.3 2 8 8 1 5 7 4 3.75 4 1.2 1.25 104.33 151.62 . 144.21 180.84 195.1 204.71
393 2 64.5 2 3 5 1 1 1 1.33 2.25 2 2.4 1.5 27.87 32.41 . 56.8 128.87 . .
394 1 71.23 2 3 3 1 3 6 2.67 3 2.4 1.8 1.5 25.03 28.69 . 38.26 70.06 89.74 92.34
398 2 66.7 2 6 6 2 7 8 4 3.5 3.4 1 1.25 85.2 102.93 . 126.99 166.98 182.57 204.78
400 1 69.97 2 5 3 3 8 7 3 3.25 3.2 1 1.5 26.61 39.31 . 65.18 . . .
401 1 72.23 2 6 6 1 6 6 2.8 3.25 3 1.2 1 34.65 42.56 . 73.96 128.8 . .
403 1 64.1 2 7 6 1 9 8 2.67 3 3.6 1.6 1 39.84 50.5 . 72.53 150.82 179.87 176.85
404 2 68.97 2 3 3 1 5 7 2.33 3.5 3.6 1 1.5 34.78 43.81 . 84.52 . . .
408 2 64.3 2 3 3 1 5 2 2.67 3.25 3.8 1 1.75 31.3 45.87 . 75.84 124.96 . .
412 1 65.2 2 3 3 1 3 6 2 2 2 3 2.5 31.63 37.67 . 64.38 125.46 146.91 152.44
416 1 65.8 2 3 3 2 5 7 3.17 3.25 2.4 1 2.25 34.43 41.69 . 57.87 . . .
417 1 65.23 2 2 2 2 5 5 2.67 3 3 1.6 1.25 24.24 31.53 . 42.38 75.69 . 144.53
419 1 65.57 2 3 3 1 6 8 2.83 3.25 3 1.4 1.5 43.26 58.01 . 94.11 147.2 157.75 .
421 2 67.03 2 5 6 1 7 7 2.33 3.25 2.5 1.8 2 34.32 41.54 . 60.53 115.77 . .
423 2 63.33 2 6 5 1 3 8 3.83 3.5 3.8 1 1 31.44 35.06 . 76.44 144.04 143.5 171.27
425 1 63.03 2 5 3 1 8 6 1.5 2 1.8 3 1.5 27.53 35.52 . 91.48 128.66 166.25 187.28
426 2 68.33 2 5 3 1 5 8 4 4 4 1.2 1 31.96 33.08 . 66.31 146.29 166.88 186.63
427 1 73.3 2 4 3 2 9 5 2 2 1.8 3 3.25 31.84 39.43 . 88.27 126.26 155.44 .
428 2 66.9 2 3 5 1 8 8 2.83 2.5 2 1.6 1.25 43.87 46.66 . 90.78 157.94 180.33 189.1
429 1 65.7 2 5 6 1 5 8 2.17 2 2 2.4 1.5 25.14 27.97 . 99.45 142.97 172.04 185.94
431 2 68.23 2 3 5 1 9 8 3.83 3.75 3.8 1 1.25 30.14 37.46 . 82.25 145.4 154.47 196.33
432 2 70.87 2 3 3 1 8 7 3.83 3.5 3.6 1 1 38.53 44.25 . 78.39 151 157.63 166.2
433 1 64.13 2 3 2 1 5 6 1.83 2.25 2.2 1.2 2.5 23.78 33.03 . 65.14 161.06 164.96 .
435 2 70.53 2 7 6 1 4 8 4 3.5 3.2 1 1.25 47.79 52.1 . 135.81 173.09 182.08 206.28
437 1 64.9 2 6 3 1 7 6 2.83 2.25 2.2 2.2 2 29.7 39.52 . 68.52 119.48 147.99 179.22
